title,label
進典高階閥門打進台積電供應鏈 明年商機看好半導體、電力領域 - Yahoo奇摩新聞,Down
進典獲台積電日本熊本廠訂單 估11月下旬上櫃 - Yahoo奇摩股市,Unchanged
台積電盤中股價下探401.5元 員工購股仍獲利 - Yahoo奇摩股市,Unchanged
台積電法說會最新展望 - Yahoo奇摩股市,Unchanged
〈美禁高階晶片輸中〉王美花：對台廠影響有限 台積電技術無可取代 - Yahoo奇摩股市,Unchanged
台積電等五大廠先進製程推進未停歇，家登擴產因應，營運持續樂觀可期 - Yahoo奇摩股市,Unchanged
外資調節長榮、台積電 敲進航空及面板股 - Yahoo奇摩股市,Unchanged
台積電恐跌破300元？專家揭關鍵1原因，呼籲散戶「別進場接刀」網掀論戰 - Yahoo奇摩新聞,Unchanged
台積電除外，Q4本土八吋晶圓代工稼動率摔至七至九成間，明年Q1恐更差 - Yahoo奇摩股市,Unchanged
《台北股市》盤中焦點股：長園科、長榮、友達、東碩、八貫、台積電 - Yahoo奇摩股市,Unchanged
台積電早盤股價回測400元 股東147萬人創新高 - Yahoo奇摩股市,Unchanged
USITC宣布，將對三星、高通和台積電旗下半導體和集成電路進行調查 - Yahoo奇摩股市,Unchanged
《台北股市》法人挺台積電、智易 權證來電 - Yahoo奇摩股市,Up
美股再度大跌、台積電ADR重挫，台股面臨萬三保衛戰 - Yahoo奇摩股市,Up
台積電恐跌破300元？他急喊「散戶別進場接刀」 鄉民掀論戰 - Yahoo奇摩新聞,Up
台積電市值直直落 全球排名掉到第17名 亞洲一哥有危機 - Yahoo奇摩股市,Up
台積電青年築夢超夯！報名倒計時、永續島成型 - Yahoo奇摩新聞,Up
元富期貨：台積電領軍，指數緩步走高順利收復萬三關卡 - Yahoo奇摩股市,Up
台積電買在650元何時能解套？網勸：慢慢攤平唯一解 - Yahoo奇摩股市,Up
「便宜到無法忽略、已反應最糟劇本」台積電法說後外資有志一同：這數據顯示現在就是股價低點 - Yahoo奇摩新聞,Up
美股驚天彈，台積電財報亮眼，惟全球經濟沒亮點，後勢仍須保守 - Yahoo奇摩股市,Up
台積電赴外投資成本高影響獲利？ 總裁魏哲家這樣說 - Yahoo奇摩新聞,Unchanged
台積電產能利用率下滑，估明年H2恢復正常與成長，樂觀明年勝今年 - Yahoo奇摩股市,Unchanged
《台北股市》盤中焦點股：台積電、聯電、南電、大立光、晶睿、力積電 - Yahoo奇摩股市,Unchanged
台積電證實獲一年許可 美對中新禁令影響有限且可控 - Yahoo奇摩股市,Unchanged
台積電：海內外投資依規劃進展 歐洲設廠不排除可能性 - Yahoo奇摩股市,Unchanged
台積電罕見下修資本支出！陸行之直呼：欣慰 關鍵原因曝光 - Yahoo奇摩新聞,Unchanged
台積電被高盛自「必買清單」移除 全因市況波濤洶湧 - Yahoo奇摩新聞,Unchanged
【科技周報】台積電大立光法說為反彈打頭陣 鴻海「Model C」內裝曝光引熱議 - Yahoo奇摩股市,Unchanged
獨家／台積電法說釋2大訊息！止跌機會到？專家曝台股下一個支撐點 - Yahoo奇摩新聞,Unchanged
【今日熱搜】林志玲／李遠哲／解封／長榮航／台積電法說會 - Yahoo奇摩新聞,Unchanged
《半導體》英特爾傳分拆晶圓代工 法人看台積電喜大於憂 - Yahoo奇摩股市,Unchanged
台積電法說今登場 市場關注焦點一次看！ - Yahoo奇摩新聞,Unchanged
英特爾營運聚焦晶圓代工 從各面向進逼台積電 - Yahoo奇摩新聞,Unchanged
擋不住利空！台股一度跌破萬三 台積電失守400元 - Yahoo奇摩股市,Down
英特爾IC設計、晶圓代工終於分割！ 陸行之：將成台積電以外最大競爭者 - Yahoo奇摩新聞,Down
放棄台積電百萬年薪 交大學霸一圓排球夢 - Yahoo奇摩運動,Down
快訊／台積電法說今登場「股價重返400元關卡」！台股漲近30點 - Yahoo奇摩新聞,Down
結婚基金All in「台積電買550」 今跌破4百慘被放生 - Yahoo奇摩新聞,Down
《台北股市》盤中焦點股：台積電、晶技、大立光、群創、友達、建碁 - Yahoo奇摩股市,Down
台積電Q3獲利續創新高「毛利率逾60%」 單季賺一個股本EPS10.83元 - Yahoo奇摩股市,Down
台積電縮緊今年資本支出 下修規模至360億美元 - Yahoo奇摩股市,Down
日媒：美晶片禁令 台積電獲1年豁免期 - Yahoo奇摩股市,Down
台積電股價驚見3字頭，ADR三天崩逾1成是怎麼了？一表看懂明天法說會的「三套劇本」 - Yahoo奇摩新聞,Down
台積電真成國家保命符？「世界離不開它」全因這3大優勢，外媒：他是台灣的最後一張王牌 - Yahoo奇摩新聞,Down
出大事了？台積電恐怖暴跌41% 網曝「驚人合理價位」 - Yahoo奇摩新聞,Down
日經：台積電赴日本熊本設廠 促進當地工業氣體等產業 - Yahoo奇摩新聞,Down
台積電被往死裡打？血崩41% 謝金河警告「晶片戰台灣衝擊最大」 - Yahoo奇摩新聞,Down
買台積電(2330)存股好嗎？成中興：當年355元錸德跌剩10元以下教會我，2種股票不適合長期投資 - Yahoo奇摩新聞,Down
《台北股市》盤中焦點股：台積電、南亞科、潤泰全、富邦金、聯發科 - Yahoo奇摩股市,Down
《台北股市》金管會擴大限空令 台積電仍跌破400元 台股萬三告急 - Yahoo奇摩股市,Down
美系及日系外資力挺台積電，目標價維持720元及700元 - Yahoo奇摩股市,Down
《科技》美擴大HPC應用管制 台積電訂單需求蒙陰霾 - Yahoo奇摩股市,Down
股王大立光、權王台積電13日同步法說 蘋概股後市觀察指標 - Yahoo奇摩新聞,Down
